school_id,school_name,school_address,school_city,school_state,school_type,number_of_students,work_and_study,average_age,grade_retention,ethnicity_hispanic,ethnicity_gmayan,%_studying_accounting,%_studying_secretary,%_studying_teaching_edu,%_studying_university_prep,Linguistics_2017,Linguistics_2018,Linguistics_2019,Mathematics_2017,Mathematics_2018,Mathematics_2019
11-01-0201-46,COLEGIO MIXTO RETALHULEU,6A. AVENIDA 3-40 ZONA 1,Retalhuleu,Retalhuleu,Privado,24,75.00,19.04,4.17,79.17,4.17,17,1,,6,10.71,4.00,20.83,0.00,0.00,0.00
11-01-0206-46,COLEGIO MIXTO LUIS CARDONA Y ARAGON,"4A. AVENIDA 8-03, ZONA 1",Retalhuleu,Retalhuleu,Privado,7,71.43,19.86,42.86,85.71,0.00,5,1,,1,35.71,0.00,0.00,0.00,0.00,0.00
11-01-0208-46,COLEGIO MIXTO LUIS CARDONA Y ARAGON,"4A. AVENIDA 8-03, ZONA 1",Retalhuleu,Retalhuleu,Privado,2,100.00,25.00,50.00,50.00,0.00,,,,2,25.00,0.00,0.00,0.00,0.00,0.00
11-01-0212-46,COLEGIO TECNOLOGICO BLAISE PASCAL,2A CALLE 5-80 ZONA 1,Retalhuleu,Retalhuleu,Privado,13,46.15,18.54,30.77,100.00,0.00,6,,3,4,10.00,20.00,15.38,0.00,0.00,7.69
11-01-0215-46,"CENTRO EDUCATIVO ""NUESTRO MUNDO""","7A. CALLE 8-72, ZONA 1",Retalhuleu,Retalhuleu,Privado,17,5.88,17.71,5.88,94.12,0.00,,,17,,54.55,53.85,58.82,18.18,7.69,5.88
11-01-0218-46,CENTRO EDUCATIVO RETALTECO DE FORMACI�N INTEGRAL,8VA. AVENIDA 8-01 ZONA 1,Retalhuleu,Retalhuleu,Privado,33,22.58,18.36,45.45,84.85,9.09,8,5,4,16,13.51,37.14,18.18,2.70,2.86,3.03
11-01-0226-46,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,LOTIFICACION PERU ZONA 4,Retalhuleu,Retalhuleu,Privado,20,57.89,17.40,30.00,100.00,0.00,6,2,,12,11.11,0.00,15.00,0.00,0.00,0.00
11-01-0232-46,COLEGIO MIXTO LICEO RETALTECO,3A. AVENIDA 6-49 ZONA 1,Retalhuleu,Retalhuleu,Privado,4,100.00,24.50,0.00,100.00,0.00,4,,,,N/D,N/D,50.00,N/D,N/D,0.00
11-01-0236-46,LICEO TECNOL�GICO JAVIER MARTINEZ,"7A. CALLE, 2-54, ZONA 1",Retalhuleu,Retalhuleu,Privado,8,100.00,24.75,25.00,100.00,0.00,,,,8,0.00,14.29,0.00,0.00,0.00,0.00
11-01-0237-46,LICEO TECNOL�GICO JAVIER MARTINEZ,"7A. CALLE, 2-54, ZONA 1",Retalhuleu,Retalhuleu,Privado,9,55.56,18.89,11.11,77.78,11.11,5,,,4,20.00,11.11,33.33,0.00,0.00,0.00
11-01-0241-46,COLEGIO TECNOL�GICO CABALLO BLANCO,"AREA URBANA, ALDEA CABALLO BLANCO",Retalhuleu,Retalhuleu,Privado,3,66.67,20.67,33.33,66.67,0.00,,,,3,18.18,18.18,0.00,0.00,0.00,0.00
11-01-0242-46,INSTITUTO DE EDUCACI�N ART�STICA DEL SUR IDEAS,"9A. AVENIDA A 2-05, RESIDENCIALES ANA LUCIA, ZONA 4",Retalhuleu,Retalhuleu,Privado,5,25.00,19.80,40.00,40.00,40.00,,,,5,50.00,9.09,20.00,0.00,0.00,0.00
11-01-0252-46,COLEGIO MIXTO TECNOL�GICO SAN AGUST�N,1A. CALLE 4-05 CALDZADA NAVIDAD ZONA 4,Retalhuleu,Retalhuleu,Privado,7,71.43,20.43,14.29,42.86,57.14,,,,7,7.69,28.57,0.00,0.00,0.00,0.00
11-01-0253-46,COLEGIO MIXTO TECNOL�GICO SAN AGUST�N,1A. CALLE 4-05 CALZADA NAVIDAD ZONA 4,Retalhuleu,Retalhuleu,Privado,14,85.71,18.07,14.29,92.86,7.14,8,,,6,26.32,16.67,0.00,0.00,0.00,0.00
11-01-0255-46,CENTRO EDUCATIVO NUEVA CANDELARIA,ALDEA NUEVA CANDELARIA,Retalhuleu,Retalhuleu,Privado,7,83.33,25.86,42.86,85.71,14.29,,,,7,15.00,0.00,14.29,0.00,0.00,0.00
11-01-0267-46,"COLEGIO EVANG�LICO MIXTO ""SINA�""",2A. CALLE 5-16 ZONA 4,Retalhuleu,Retalhuleu,Privado,33,75.00,18.52,30.30,93.94,6.06,14,,,19,20.00,17.24,9.09,6.67,0.00,0.00
11-01-0268-46,"COLEGIO EVANG�LICO MIXTO ""SINA�"" II",2A. CALLE 5-16 ZONA 4,Retalhuleu,Retalhuleu,Privado,10,70.00,23.10,30.00,70.00,30.00,,,,10,16.67,28.57,20.00,0.00,0.00,0.00
11-01-0272-46,"COLEGIO TECNOL�GICO ""BLAISE PASCAL""",2A. CALLE 5-82 ZONA 1,Retalhuleu,Retalhuleu,Privado,9,100.00,18.89,22.22,66.67,33.33,2,,,7,18.52,18.75,11.11,0.00,0.00,0.00
11-01-0291-46,"COLEGIO PRIVADO MIXTO ""NUEVA GENERACI�N""",1A. CALLE 5-03 ZONA 1,Retalhuleu,Retalhuleu,Privado,6,83.33,19.17,66.67,100.00,0.00,,,,6,0.00,12.50,16.67,0.00,0.00,0.00
11-01-0292-46,"COLEGIO ""JOSE BATRES MONTUFAR""",3-03 4A. AVENIDA ZONA 1,Retalhuleu,Retalhuleu,Privado,10,70.00,23.10,50.00,80.00,10.00,,,,10,15.79,11.76,10.00,0.00,0.00,0.00
11-01-0293-46,"COLEGIO ""JOSE BATRES MONTUFAR""",3-03 4A. AVENIDA ZONA 1,Retalhuleu,Retalhuleu,Privado,6,33.33,18.33,66.67,83.33,0.00,,,,6,N/D,N/D,0.00,N/D,N/D,0.00
11-01-0294-46,"COLEGIO PRIVADO MIXTO ""NUEVA GENERACI�N""","1A. CALLE 5-03, ZONA 1",Retalhuleu,Retalhuleu,Privado,17,6.25,18.12,5.88,94.12,0.00,9,1,2,5,14.29,16.67,35.29,0.00,0.00,0.00
11-01-0296-46,"COLEGIO PRIVADO MIXTO ""NUEVA GENERACI�N""","1A. CALLE 5-09, ZONA 1",Retalhuleu,Retalhuleu,Privado,30,63.33,18.20,16.67,96.67,3.33,13,2,,15,14.29,18.75,30.00,0.00,0.00,0.00
11-01-0298-46,"COLEGIO EVANG�LICO MIXTO ""SINA�""","5A. CALLE INGRESO AL PEDREGAL I, ZONA 6",Retalhuleu,Retalhuleu,Privado,19,89.47,24.37,47.37,78.95,21.05,,,,19,11.54,18.75,5.26,0.00,6.25,0.00
11-01-0300-46,"COLEGIO EVANG�LICO MIXTO ""SINA�""","5A. CALLE INGRESO AL PEDREGAL I, ZONA6",Retalhuleu,Retalhuleu,Privado,61,75.41,19.20,29.51,78.69,13.11,33,,,28,19.51,14.55,19.67,0.00,1.82,3.28
11-01-0304-46,COLEGIO MIXTO EN COMPUTACI�N LA MERCED,"3A. AVENIDA 5-36, ZONA 1",Retalhuleu,Retalhuleu,Privado,1,100.00,18.00,0.00,100.00,0.00,,,,1,N/D,0.00,0.00,N/D,0.00,0.00
11-01-0306-46,COLEGIO MIXTO EN COMPUTACI�N LA MERCED,"3A. AVENIDA 5-36, ZONA 1",Retalhuleu,Retalhuleu,Privado,5,80.00,23.60,60.00,100.00,0.00,,,,5,22.22,0.00,20.00,0.00,0.00,0.00
11-01-0308-46,COLEGIO MIXTO EN COMPUTACI�N LA MERCED,"3A. AVENIDA 5-36, ZONA 1",Retalhuleu,Retalhuleu,Privado,21,80.00,19.81,38.10,85.71,14.29,8,5,,8,25.00,14.29,19.05,0.00,0.00,0.00
11-01-0310-46,"COLEGIO MIXTO CRISTIANO ""GETSEMAN�""","2A. CALLE 3-72, ZONA 1",Retalhuleu,Retalhuleu,Privado,6,66.67,19.00,16.67,33.33,50.00,,,,6,N/D,0.00,0.00,N/D,0.00,0.00
11-01-0312-46,"COLEGIO MIXTO CRISTIANO ""GETSEMAN�""","2A. CALLE 3-72, ZONA 1",Retalhuleu,Retalhuleu,Privado,9,88.89,20.67,66.67,100.00,0.00,,,,9,0.00,5.88,0.00,0.00,0.00,0.00
11-01-0316-46,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACI�N Y CAPACITACI�N ""MIGUEL �NGEL ASTURIAS""","SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",Retalhuleu,Retalhuleu,Privado,12,25.00,17.17,16.67,100.00,0.00,,,3,9,0.00,16.67,0.00,0.00,0.00,0.00
11-01-0318-46,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACI�N Y CAPACITACI�N ""MIGUEL �NGEL ASTURIAS""","SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",Retalhuleu,Retalhuleu,Privado,2,0.00,26.00,50.00,100.00,0.00,,,,2,33.33,50.00,0.00,0.00,33.33,0.00
11-01-0320-46,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACI�N Y CAPACITACI�N ""MIGUEL �NGEL ASTURIAS""","SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",Retalhuleu,Retalhuleu,Privado,7,85.71,18.14,0.00,100.00,0.00,2,,,5,0.00,16.67,0.00,0.00,16.67,0.00
11-01-0327-46,"COLEGIO EVANG�LICO MIXTO "" PALABRA VIVA ""","11A. CALLE, COLONIA CONCEPCION, BULEVARD CENTENARIO, ZONA 3",Retalhuleu,Retalhuleu,Privado,3,100.00,32.33,100.00,100.00,0.00,,,,3,N/D,N/D,0.00,N/D,N/D,0.00
11-01-0372-46,COLEGIO PRIVADO MIXTO NUEVA GENERACI�N,1A. CALLE 5-03 ZONA 1,Retalhuleu,Retalhuleu,Privado,7,42.86,18.14,14.29,100.00,0.00,,,7,,N/D,N/D,14.29,N/D,N/D,0.00
11-01-0376-46,COLEGIO TECNOL�GICO JAN KOMENSKY,4A. AVENIDA 4-58 ZONA 1,Retalhuleu,Retalhuleu,Privado,30,57.14,18.40,30.00,93.33,6.67,4,9,,17,28.57,10.71,20.00,7.14,3.57,3.33
11-01-0378-46,COLEGIO TECNOL�GICO JAN KOMENSKY,4A. AVENIDA 4-58 ZONA 1,Retalhuleu,Retalhuleu,Privado,16,56.25,20.81,56.25,75.00,18.75,,,,16,11.11,28.57,12.50,0.00,0.00,0.00
11-01-0397-46,CENTRO EDUCATIVO NUEVA CANDELARIA,ALDEA NUEVA CANDELARIA,Retalhuleu,Retalhuleu,Privado,13,53.85,20.00,30.77,100.00,0.00,2,,,11,N/D,N/D,7.69,N/D,N/D,7.69
11-01-0402-46,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,"BARRIO MONTERREY, ZONA 4",Retalhuleu,Retalhuleu,Oficial,4,50.00,17.50,25.00,75.00,0.00,,,,4,N/D,N/D,0.00,N/D,N/D,0.00
11-01-0404-46,"COLEGIO PRIVADO URBANO MIXTO ""BILINGUE PARA�SO""",3A. AVENIDA 7-69 ZONA 2,Retalhuleu,Retalhuleu,Privado,19,73.68,17.68,15.79,100.00,0.00,2,3,,14,N/D,N/D,21.05,N/D,N/D,5.26
11-01-0406-46,"COLEGIO PRIVADO URBANO MIXTO ""BILINGUE PARA�SO""",3A. AVENIDA 7-69 ZONA 2,Retalhuleu,Retalhuleu,Privado,21,80.95,19.57,28.57,85.71,14.29,,,,21,N/D,9.09,14.29,N/D,0.00,0.00
11-01-0409-46,COLEGIO CRISTIANO BEL�N,ALDEA LA GUITARRA,Retalhuleu,Retalhuleu,Privado,9,55.56,18.33,22.22,100.00,0.00,,3,,6,N/D,N/D,11.11,N/D,N/D,0.00
11-01-0411-46,COLEGIO CRISTIANO BEL�N,ALDEA LA GUITARRA,Retalhuleu,Retalhuleu,Privado,2,100.00,24.50,50.00,100.00,0.00,,,,2,N/D,0.00,0.00,N/D,0.00,0.00
11-01-0431-46,LICEO CRISTIANO MIXTO LA FE,7A. AVENIDA 7-99 ZONA 1,Retalhuleu,Retalhuleu,Privado,1,100.00,16.00,0.00,0.00,0.00,,,,1,N/D,N/D,0.00,N/D,N/D,0.00
11-01-0809-46,EL BOSQUE,CANTON DOLORES ZONA 6,Retalhuleu,Retalhuleu,Privado,13,0.00,16.69,0.00,100.00,0.00,,,,13,60.00,83.33,61.54,40.00,66.67,46.15
11-01-1177-46,INSTITUTO DE COMPUTACI�N INFORM�TICA,RUTA 6 W 10A. AVENIDA 0-50 ZONA 4 RESIDENCIALES ANA LUCIA,Retalhuleu,Retalhuleu,Privado,123,22.31,17.85,10.57,73.98,17.89,94,11,4,14,30.77,35.40,38.21,9.23,8.85,11.38
11-01-1286-46,COLEGIO PRIVADO URBANO MIXTO MONTERREY,4A CALLE 10-39 ZONA 4 RESIDENCIALES ANA LUCIA,Retalhuleu,Retalhuleu,Privado,88,11.90,17.90,21.59,93.18,5.68,15,6,16,51,26.36,25.93,32.95,2.73,0.93,4.55
11-01-1287-46,COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAISO,3A. AVENIDA 7-69 ZONA 2,Retalhuleu,Retalhuleu,Privado,128,16.13,17.46,16.41,96.88,3.12,47,,15,66,24.50,34.03,29.69,4.64,4.86,6.25
11-01-1309-46,ESCUELA NORMAL DE EDUCACION FISICA,"INTERIOR COMPLEJO DEPORTIVO ""TAKALIK ABAJ"" KM. 186.5 ZONA 5",Retalhuleu,Retalhuleu,Oficial,35,30.30,17.71,25.71,85.71,5.71,,,,35,10.81,10.00,17.14,0.00,2.00,0.00
11-01-1332-46,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,8A. AVENIDA 8-01 ZONA 1,Retalhuleu,Retalhuleu,Privado,54,84.91,23.09,42.59,79.63,18.52,,,,54,5.26,12.50,18.52,0.00,0.00,1.85
11-01-1372-46,COLEGIO TECNOLOGICO SANTA MARIA,4AV. 3-03 ZONA 1,Retalhuleu,Retalhuleu,Privado,29,0.00,16.79,10.34,100.00,0.00,,,,29,60.87,80.95,72.41,17.39,42.86,41.38
11-01-1407-46,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,4A. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,Retalhuleu,Retalhuleu,Privado,97,11.58,17.37,9.28,88.66,9.28,43,,17,37,50.41,65.83,60.82,31.71,40.83,49.48
11-01-1408-46,INSTITUTO BASICO Y DIVERSIFICADO POR MADUREZ DESARROLLO INTEGRADOR,3A. CALLE 6-49 ZONA 4,Retalhuleu,Retalhuleu,Privado,26,80.77,27.65,50.00,84.62,7.69,,,,26,15.00,36.23,46.15,10.00,31.88,46.15
11-01-1492-46,COLEGIO MIXTO CENTROAMERICANO,5A. CALLE 5-05 ZONA 6,Retalhuleu,Retalhuleu,Privado,104,18.00,17.36,14.42,78.85,17.31,22,18,9,55,43.62,38.68,39.42,8.51,9.43,9.62
11-01-1503-46,CENTRO EDUCATIVO JUAN PABLO II,7A. CALLE 4-47 ZONA 1,Retalhuleu,Retalhuleu,Privado,9,100.00,20.78,66.67,66.67,22.22,,,,9,10.00,13.33,11.11,0.00,0.00,0.00
11-02-0011-46,CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS,EOUM NO. 1,San Sebasti�n,Retalhuleu,Privado,31,83.87,18.61,32.26,54.84,41.94,12,,,19,15.38,18.42,16.13,1.92,7.89,0.00
11-02-0013-46,CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS,EOUM NO. 1,San Sebasti�n,Retalhuleu,Privado,25,95.83,28.20,44.00,80.00,16.00,,,,25,20.00,12.12,24.00,4.00,0.00,0.00
11-02-0015-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INED,CASCO URBANO,San Sebasti�n,Retalhuleu,Oficial,50,42.86,19.18,30.00,70.00,26.00,21,,26,3,21.05,33.33,24.00,2.63,0.00,2.00
11-02-0028-46,INSTITUTO PRIVADO T�CNICO INDUSTRIAL RETALTECO,FINAL DE CALZADA LAS PALMAS,San Sebasti�n,Retalhuleu,Privado,8,0.00,17.25,12.50,100.00,0.00,3,,,5,33.33,54.55,62.50,0.00,9.09,0.00
11-02-0871-46,"INSTITUTO PRIVADO TECNICO INDUSTRIAL ""RETALTECO""",FINAL CALZADA LAS PALMAS,San Sebasti�n,Retalhuleu,Privado,81,32.10,18.10,20.99,92.59,6.17,81,,,,25.71,27.50,44.44,5.71,5.00,14.81
11-02-1382-46,"INSTITUTO DIVERSIFICADO POR COOPERATIVA ALDEA SAN LUIS, SAN SEBAST�AN, RETALHULEU",,San Sebasti�n,Retalhuleu,Cooperativa,57,35.09,18.04,15.79,96.49,3.51,52,,,5,14.06,28.81,26.32,3.12,6.78,10.53
11-03-0020-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,"5A. CALLE ZONA 2, SALIDA A CANTON CEIBA BLANCA",Santa Cruz Mulu�,Retalhuleu,Oficial,48,36.59,18.02,18.75,97.92,0.00,32,,10,6,7.32,18.18,22.92,0.00,4.55,0.00
11-04-0011-46,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""C�SAR AUGUSTO MART�NEZ BARRIOS""",CABECERA MUNICIPAL,San Mart�n Zapotitl�n,Retalhuleu,Oficial,165,30.13,17.96,23.03,81.82,16.97,100,,48,17,20.00,14.35,17.58,0.47,0.45,1.21
11-04-0012-46,INSTITUTO MUNICIPAL DE EDUCACION MEDIA Y BACHILLERATO POR MADUREZ,SAN MARTIN ZAPOTITLAN,San Mart�n Zapotitl�n,Retalhuleu,Municipal,49,76.09,22.08,28.57,69.39,24.49,,,,49,7.35,13.04,14.29,0.00,0.00,0.00
11-04-0017-46,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,INTERIOR DEL SEMINARIO PRESBITERIANO KILOMETRO 182.5,San Mart�n Zapotitl�n,Retalhuleu,Privado,78,10.39,16.97,14.10,78.21,20.51,12,,10,56,22.22,24.64,55.13,0.00,4.35,23.08
11-04-0019-46,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,"KM. 182.5 CARRETERA A QUETGO., INTERIOR DEL SEMINARIO EVANGELICO P.",San Mart�n Zapotitl�n,Retalhuleu,Privado,14,28.57,17.79,14.29,78.57,21.43,14,,,,N/D,0.00,21.43,N/D,0.00,0.00
11-04-0020-46,CENTRO DE ESTUDIOS INTEGRALES CEDEIN,2AV. 3-51 ZONA 1,San Mart�n Zapotitl�n,Retalhuleu,Privado,22,72.73,22.09,45.45,86.36,4.55,,,,22,11.76,4.76,0.00,0.00,0.00,0.00
11-04-0024-46,COLEGIO MIXTO TECNOL�GICO ZAPOTITL�N,"ZONA 3, COMUNIDAD ARMENIA ORT�Z",San Mart�n Zapotitl�n,Retalhuleu,Privado,11,36.36,17.91,18.18,100.00,0.00,1,,,10,N/D,N/D,45.45,N/D,N/D,0.00
11-04-0027-46,COLEGIO MIXTO TECNOL�GICO ZAPOTITL�N,"ZONA 3, COMUNIDAD ARMENIA ORT�Z",San Mart�n Zapotitl�n,Retalhuleu,Privado,5,75.00,21.20,20.00,80.00,20.00,,,,5,N/D,N/D,20.00,N/D,N/D,0.00
11-04-1430-46,CENTRO DE ESTUDIOS INTEGRALES,3A. AVENIDA 1-45 ZONA 1,San Mart�n Zapotitl�n,Retalhuleu,Privado,43,51.16,18.30,37.21,86.05,11.63,,,,43,10.53,11.54,16.28,0.00,0.00,4.65
11-04-1493-46,CENTRO DE ESTUDIOS INTEGRALES,2A. AVENIDA 3-51 ZONA 1,San Mart�n Zapotitl�n,Retalhuleu,Privado,66,45.76,18.18,24.24,78.79,18.18,32,,5,29,11.24,27.12,15.15,0.00,0.00,0.00
11-05-0022-46,LICEO PRIVADO MIXTO CHAMPEL,2DA CALLE 2-80 ZONA 1,San Felipe,Retalhuleu,Privado,2,0.00,17.50,0.00,50.00,50.00,,,2,,0.00,12.50,0.00,0.00,12.50,0.00
11-05-0024-46,LICEO PRIVADO MIXTO CHAMPEL,2DA CALLE 2-80 ZONA 1,San Felipe,Retalhuleu,Privado,17,76.47,18.71,17.65,58.82,35.29,9,3,,5,25.00,7.69,17.65,0.00,0.00,0.00
11-05-0142-46,"COLEGIO PARTICULAR MIXTO ""SAN FELIPE"" - COSANFE -","LOTIFICACI�N ""LA ESPERANZA""",San Felipe,Retalhuleu,Privado,40,15.38,17.58,15.00,92.50,7.50,16,,10,14,7.41,17.39,42.50,0.00,23.91,55.00
11-05-0143-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,2A. CALLE 2-17 ZONA 3,San Felipe,Retalhuleu,Oficial,62,32.79,18.08,12.90,95.16,4.84,62,,,,26.15,31.67,25.81,4.62,6.67,11.29
11-05-1163-46,INSTITUTO DE EDUCACION BASICA POR MADUREZ Y BACHILLER EN CIENCIAS Y LETRAS POR MADUREZ,3A. CALLE 2-60 ZONA 1,San Felipe,Retalhuleu,Privado,17,76.47,19.88,29.41,76.47,17.65,,,,17,20.00,20.00,29.41,5.71,0.00,5.88
11-05-1437-46,COLEGIO CRISTIANO EL VALLE DEL SUR,"2A. CALLE ZONA 1, BARRIO CAMILO ALVARADO",San Felipe,Retalhuleu,Privado,94,20.45,17.19,14.89,67.02,27.66,28,,,66,22.95,38.24,31.91,9.84,7.35,13.83
11-05-1438-46,COLEGIO CRISTIANO EL VALLE DEL SUR,"2A. CALLE ZONA 1, BARRIO CAMILO ALVARADO",San Felipe,Retalhuleu,Privado,14,21.43,17.64,7.14,100.00,0.00,,,14,,60.00,22.22,64.29,6.67,0.00,35.71
11-06-0015-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL TULATE,San Andr�s Villa Seca,Retalhuleu,Oficial,3,100.00,20.33,33.33,66.67,0.00,3,,,,N/D,N/D,0.00,N/D,N/D,0.00
11-06-0016-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,San Andr�s Villa Seca,Retalhuleu,Oficial,24,30.43,17.67,33.33,100.00,0.00,,,,24,5.56,15.79,29.17,0.00,5.26,8.33
11-06-0017-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CENTRO DOS PARCELAMIENTO LA MAQUINA,San Andr�s Villa Seca,Retalhuleu,Oficial,6,80.00,16.67,16.67,100.00,0.00,,,,6,20.59,10.71,0.00,2.94,0.00,0.00
11-06-0051-46,COLEGIO SAN ANDR�S VILLA SECA,PARCELAMIENTO LA MAQUINA LINEA C-4 SIS,San Andr�s Villa Seca,Retalhuleu,Privado,9,100.00,23.22,33.33,77.78,22.22,,,,9,N/D,N/D,0.00,N/D,N/D,0.00
